year,award,book_id,book_title,author,number_of_votes,link
2014,best humor books,17857647,How to Fight Presidents,Daniel  O'Brien,1496,https://www.goodreads.com/book/show/17857647-how-to-fight-presidents?from_choice=true
2014,best humor books,22442697,Decker's Wood,Kirsty Dallas,684,https://www.goodreads.com/book/show/22442697-decker-s-wood?from_choice=true
2014,best nonfiction books,18170549,The Opposite of Loneliness,Marina Keegan,19793,https://www.goodreads.com/book/show/18170549-the-opposite-of-loneliness?from_choice=true
2014,best nonfiction books,21413662,What If? Serious Scientific Answers to Absurd Hypothetical Qu...,Randall Munroe,19656,https://www.goodreads.com/book/show/21413662-what-if-serious-scientific-answers-to-absurd-hypothetical-questions?from_choice=true
2014,best nonfiction books,18077802,The Underground Girls of Kabul,Jenny Nordberg,13456,https://www.goodreads.com/book/show/18077802-the-underground-girls-of-kabul?from_choice=true
2014,best nonfiction books,18813642,Bad Feminist,Roxane Gay,13020,https://www.goodreads.com/book/show/18813642-bad-feminist?from_choice=true
2014,best nonfiction books,17978489,The Future of the Mind,Michio Kaku,12318,https://www.goodreads.com/book/show/17978489-the-future-of-the-mind?from_choice=true
2014,best nonfiction books,18667884,One Nation,Ben Carson,10344,https://www.goodreads.com/book/show/18667884-one-nation?from_choice=true
2014,best nonfiction books,17910054,The Sixth Extinction,Elizabeth Kolbert,7363,https://www.goodreads.com/book/show/17910054-the-sixth-extinction?from_choice=true
2014,best nonfiction books,18505796,10% Happier,Dan   Harris,6574,https://www.goodreads.com/book/show/18505796-10-happier?from_choice=true
2014,best nonfiction books,18774981,Waking Up,Sam Harris,6200,https://www.goodreads.com/book/show/18774981-waking-up?from_choice=true
2014,best nonfiction books,18528190,Men Explain Things to Me,Rebecca Solnit,5508,https://www.goodreads.com/book/show/18528190-men-explain-things-to-me?from_choice=true
2014,best nonfiction books,20696006,Being Mortal,Atul Gawande,3125,https://www.goodreads.com/book/show/20696006-being-mortal?from_choice=true
2014,best nonfiction books,21856367,The Innovators,Walter Isaacson,3098,https://www.goodreads.com/book/show/21856367-the-innovators?from_choice=true
2014,best nonfiction books,18213403,No Place to Hide,Glenn Greenwald,2831,https://www.goodreads.com/book/show/18213403-no-place-to-hide?from_choice=true
2014,best nonfiction books,18774002,The Tale of the Dueling Neurosurgeons,Sam Kean,2423,https://www.goodreads.com/book/show/18774002-the-tale-of-the-dueling-neurosurgeons?from_choice=true
2014,best nonfiction books,17383921,All Joy and No Fun,Jennifer Senior,2265,https://www.goodreads.com/book/show/17383921-all-joy-and-no-fun?from_choice=true
2014,best nonfiction books,18505802,Console Wars,Blake J. Harris,1546,https://www.goodreads.com/book/show/18505802-console-wars?from_choice=true
2014,best nonfiction books,17834864,The Divide,Matt Taibbi,1486,https://www.goodreads.com/book/show/17834864-the-divide?from_choice=true
2014,best nonfiction books,21913812,This Changes Everything,Naomi Klein,1342,https://www.goodreads.com/book/show/21913812-this-changes-everything?from_choice=true
2014,best nonfiction books,17934655,The Empathy Exams,Leslie Jamison,910,https://www.goodreads.com/book/show/17934655-the-empathy-exams?from_choice=true
2014,best nonfiction books,21480734,Dataclysm,Christian Rudder,422,https://www.goodreads.com/book/show/21480734-dataclysm?from_choice=true
2014,best memoir autobiography books,17675031,This Star Won't Go Out,Esther Earl,27850,https://www.goodreads.com/book/show/17675031-this-star-won-t-go-out?from_choice=true
2014,best memoir autobiography books,21412202,As You Wish,Cary Elwes,24111,https://www.goodreads.com/book/show/21412202-as-you-wish?from_choice=true
2014,best memoir autobiography books,20604350,Not My Father's Son,Alan Cumming,17938,https://www.goodreads.com/book/show/20604350-not-my-father-s-son?from_choice=true
2014,best memoir autobiography books,18296165,Everybody's Got Something,Robin Roberts,13768,https://www.goodreads.com/book/show/18296165-everybody-s-got-something?from_choice=true
2014,best memoir autobiography books,18779662,A Fighting Chance,Elizabeth Warren,8507,https://www.goodreads.com/book/show/18779662-a-fighting-chance?from_choice=true
2014,best memoir autobiography books,18667753,Popular,Maya Van Wagenen,8189,https://www.goodreads.com/book/show/18667753-popular?from_choice=true
2014,best memoir autobiography books,17727276,Hard Choices,Hillary Rodham Clinton,8179,https://www.goodreads.com/book/show/17727276-hard-choices?from_choice=true
2014,best memoir autobiography books,20663702,Smoke Gets in Your Eyes,Caitlin Doughty,7129,https://www.goodreads.com/book/show/20663702-smoke-gets-in-your-eyes?from_choice=true
2014,best memoir autobiography books,20257122,Finding Me,Michelle Knight,6499,https://www.goodreads.com/book/show/20257122-finding-me?from_choice=true
2014,best memoir autobiography books,18630531,My Salinger Year,Joanna Rakoff,5300,https://www.goodreads.com/book/show/18630531-my-salinger-year?from_choice=true
2014,best memoir autobiography books,17910544,Glitter and Glue,Kelly Corrigan,2856,https://www.goodreads.com/book/show/17910544-glitter-and-glue?from_choice=true
2014,best memoir autobiography books,19335733,Something Other than God,Jennifer Fulwiler,2804,https://www.goodreads.com/book/show/19335733-something-other-than-god?from_choice=true
2014,best memoir autobiography books,18453268,Stronger,Jeff Bauman,2699,https://www.goodreads.com/book/show/18453268-stronger?from_choice=true
2014,best memoir autobiography books,18144064,Love Life,Rob Lowe,2364,https://www.goodreads.com/book/show/18144064-love-life?from_choice=true
2014,best memoir autobiography books,18144031,Redefining Realness,Janet Mock,2080,https://www.goodreads.com/book/show/18144031-redefining-realness?from_choice=true
2014,best memoir autobiography books,20736640,Dear Leader,Jang Jin-sung,1808,https://www.goodreads.com/book/show/20736640-dear-leader?from_choice=true
2014,best memoir autobiography books,21424655,"Life, Animated",Ron Suskind,1131,https://www.goodreads.com/book/show/21424655-life-animated?from_choice=true
2014,best memoir autobiography books,18498559,Tibetan Peach Pie,Tom Robbins,1064,https://www.goodreads.com/book/show/18498559-tibetan-peach-pie?from_choice=true
2014,best memoir autobiography books,18490752,Duty,Robert M. Gates,981,https://www.goodreads.com/book/show/18490752-duty?from_choice=true
2014,best memoir autobiography books,17857652,Little Failure,Gary Shteyngart,843,https://www.goodreads.com/book/show/17857652-little-failure?from_choice=true
2014,best history biography books,18404173,The Romanov Sisters,Helen Rappaport,21118,https://www.goodreads.com/book/show/18404173-the-romanov-sisters?from_choice=true
2014,best history biography books,18679391,"Liar, Temptress, Soldier, Spy",Karen Abbott,14093,https://www.goodreads.com/book/show/18679391-liar-temptress-soldier-spy?from_choice=true
2014,best history biography books,18778170,Joss Whedon,Amy Pascale,10076,https://www.goodreads.com/book/show/18778170-joss-whedon?from_choice=true
2014,best history biography books,22381892,Killing Patton,Bill O'Reilly,9933,https://www.goodreads.com/book/show/22381892-killing-patton?from_choice=true
2014,best history biography books,19500064,The Woman Who Would Be King,Kara Cooney,9085,https://www.goodreads.com/book/show/19500064-the-woman-who-would-be-king?from_choice=true
2014,best history biography books,18775337,Sally Ride,Lynn Sherr,8533,https://www.goodreads.com/book/show/18775337-sally-ride?from_choice=true
2014,best history biography books,20897517,In the Kingdom of Ice,Hampton Sides,7203,https://www.goodreads.com/book/show/20897517-in-the-kingdom-of-ice?from_choice=true
2014,best history biography books,18453086,Michael Jordan,Roland Lazenby,6375,https://www.goodreads.com/book/show/18453086-michael-jordan?from_choice=true
2014,best history biography books,18775365,The Short and Tragic Life of Robert Peace,Jeff Hobbs,6153,https://www.goodreads.com/book/show/18775365-the-short-and-tragic-life-of-robert-peace?from_choice=true
2014,best history biography books,17697447,The Kid,Ben Bradlee Jr.,4997,https://www.goodreads.com/book/show/17697447-the-kid?from_choice=true
2014,best history biography books,18527222,Grandma Gatewood's Walk,Ben Montgomery,2570,https://www.goodreads.com/book/show/18527222-grandma-gatewood-s-walk?from_choice=true
2014,best history biography books,18691058,Elephant Company,Vicki Constantine Croke,2461,https://www.goodreads.com/book/show/18691058-elephant-company?from_choice=true
2014,best history biography books,18773666,A Spy Among Friends,Ben Macintyre,1930,https://www.goodreads.com/book/show/18773666-a-spy-among-friends?from_choice=true
2014,best history biography books,18373198,The Good Spy,Kai Bird,1823,https://www.goodreads.com/book/show/18373198-the-good-spy?from_choice=true
2014,best history biography books,18085481,Astoria,Peter     Stark,1642,https://www.goodreads.com/book/show/18085481-astoria?from_choice=true
2014,best history biography books,18693728,The Mockingbird Next Door,Marja Mills,1540,https://www.goodreads.com/book/show/18693728-the-mockingbird-next-door?from_choice=true
2014,best history biography books,18089996,Savage Harvest,Carl Hoffman,991,https://www.goodreads.com/book/show/18089996-savage-harvest?from_choice=true
2014,best history biography books,21420139,Mission at Nuremberg,Tim  Townsend,865,https://www.goodreads.com/book/show/21420139-mission-at-nuremberg?from_choice=true
2014,best history biography books,18310279,Fierce Patriot,Robert L. O'Connell,489,https://www.goodreads.com/book/show/18310279-fierce-patriot?from_choice=true
2014,best history biography books,18114047,Five Came Back,Mark  Harris,220,https://www.goodreads.com/book/show/18114047-five-came-back?from_choice=true
2014,best business books,18667945,#Girlboss,Sophia Amoruso,20112,https://www.goodreads.com/book/show/18667945-girlboss?from_choice=true
2014,best business books,17331349,Think Like a Freak,Steven D. Levitt,9297,https://www.goodreads.com/book/show/17331349-think-like-a-freak?from_choice=true
2014,best business books,18077903,"Creativity, Inc.",Ed Catmull,8725,https://www.goodreads.com/book/show/18077903-creativity-inc?from_choice=true
2014,best business books,19598139,The Promise of a Pencil,Adam Braun,8433,https://www.goodreads.com/book/show/19598139-the-promise-of-a-pencil?from_choice=true
2014,best business books,20604826,Flash Boys,Michael   Lewis,6913,https://www.goodreads.com/book/show/20604826-flash-boys?from_choice=true
2014,best business books,18290401,Show Your Work!,Austin Kleon,5689,https://www.goodreads.com/book/show/18290401-show-your-work?from_choice=true
2014,best business books,18736925,Capital in the Twenty-First Century,Thomas Piketty,5671,https://www.goodreads.com/book/show/18736925-capital-in-the-twenty-first-century?from_choice=true
2014,best business books,23158207,How Google Works,Eric Schmidt,5561,https://www.goodreads.com/book/show/23158207-how-google-works?from_choice=true
2014,best business books,17934399,Overwhelmed,Brigid Schulte,4558,https://www.goodreads.com/book/show/17934399-overwhelmed?from_choice=true
2014,best business books,16144853,Leaders Eat Last,Simon Sinek,3053,https://www.goodreads.com/book/show/16144853-leaders-eat-last?from_choice=true
2014,best business books,22668729,Hooked,Nir   Eyal,1710,https://www.goodreads.com/book/show/22668729-hooked?from_choice=true
2014,best business books,18774017,Factory Man,Beth Macy,1678,https://www.goodreads.com/book/show/18774017-factory-man?from_choice=true
2014,best business books,18594634,Thrive,Arianna Huffington,1488,https://www.goodreads.com/book/show/18594634-thrive?from_choice=true
2014,best business books,18176747,The Hard Thing About Hard Things,Ben Horowitz,1486,https://www.goodreads.com/book/show/18176747-the-hard-thing-about-hard-things?from_choice=true
2014,best business books,19173266,Write. Publish. Repeat.,Sean Platt,1331,https://www.goodreads.com/book/show/19173266-write-publish-repeat?from_choice=true
2014,best business books,18050143,Zero to One,Peter Thiel,1284,https://www.goodreads.com/book/show/18050143-zero-to-one?from_choice=true
2014,best business books,20613671,Economics,Ha-Joon Chang,968,https://www.goodreads.com/book/show/20613671-economics?from_choice=true
2014,best business books,18668059,The Obstacle Is the Way,Ryan Holiday,967,https://www.goodreads.com/book/show/18668059-the-obstacle-is-the-way?from_choice=true
2014,best business books,18077875,Essentialism,Greg McKeown,594,https://www.goodreads.com/book/show/18077875-essentialism?from_choice=true
2014,best business books,17899438,Young Money,Kevin Roose,366,https://www.goodreads.com/book/show/17899438-young-money?from_choice=true
2014,best food cookbooks,20697389,Make It Ahead,Ina Garten,12345,https://www.goodreads.com/book/show/20697389-make-it-ahead?from_choice=true
2014,best food cookbooks,18209508,My Paris Kitchen,David Lebovitz,10883,https://www.goodreads.com/book/show/18209508-my-paris-kitchen?from_choice=true
2014,best food cookbooks,20696032,Thug Kitchen,Thug Kitchen,10794,https://www.goodreads.com/book/show/20696032-thug-kitchen?from_choice=true
2014,best food cookbooks,18090093,100 Days of Real Food,Lisa Leake,10294,https://www.goodreads.com/book/show/18090093-100-days-of-real-food?from_choice=true
2014,best food cookbooks,17924086,Nom Nom Paleo,Michelle Tam,7984,https://www.goodreads.com/book/show/17924086-nom-nom-paleo?from_choice=true
2014,best food cookbooks,18079651,The Oh She Glows Cookbook,Angela Liddon,7791,https://www.goodreads.com/book/show/18079651-the-oh-she-glows-cookbook?from_choice=true
2014,best food cookbooks,18693752,Burnt Toast Makes You Sing Good,Kathleen Flinn,7776,https://www.goodreads.com/book/show/18693752-burnt-toast-makes-you-sing-good?from_choice=true
2014,best food cookbooks,18797098,The How Can It Be Gluten Free Cookbook,America's Test Kitchen,5653,https://www.goodreads.com/book/show/18797098-the-how-can-it-be-gluten-free-cookbook?from_choice=true
2014,best food cookbooks,18142414,Sous Chef,Michael Gibney,5383,https://www.goodreads.com/book/show/18142414-sous-chef?from_choice=true
2014,best food cookbooks,18144099,Delancey,Molly Wizenberg,5188,https://www.goodreads.com/book/show/18144099-delancey?from_choice=true
2014,best food cookbooks,18144094,Eating Wildly,Ava Chin,2952,https://www.goodreads.com/book/show/18144094-eating-wildly?from_choice=true
2014,best food cookbooks,17383031,The 21-Day Sugar Detox Cookbook,Diane Sanfilippo,2881,https://www.goodreads.com/book/show/17383031-the-21-day-sugar-detox-cookbook?from_choice=true
2014,best food cookbooks,18667790,The Third Plate,Dan Barber,2812,https://www.goodreads.com/book/show/18667790-the-third-plate?from_choice=true
2014,best food cookbooks,20740509,10-Day Green Smoothie Cleanse,J.J. Smith,2656,https://www.goodreads.com/book/show/20740509-10-day-green-smoothie-cleanse?from_choice=true
2014,best food cookbooks,18090101,The Calorie Myth,Jonathan Bailor,2485,https://www.goodreads.com/book/show/18090101-the-calorie-myth?from_choice=true
2014,best food cookbooks,18054967,Death,Food Pyramid,2219,https://www.goodreads.com/book/show/18054967-death-by-food-pyramid?from_choice=true
2014,best food cookbooks,18778878,Eat the Yolks,Liz Wolfe,1878,https://www.goodreads.com/book/show/18778878-eat-the-yolks?from_choice=true
2014,best food cookbooks,20707953,The Skinnytaste Cookbook,Gina Homolka,1855,https://www.goodreads.com/book/show/20707953-the-skinnytaste-cookbook?from_choice=true
2014,best food cookbooks,20691056,Plenty More,Yotam Ottolenghi,1265,https://www.goodreads.com/book/show/20691056-plenty-more?from_choice=true
2014,best food cookbooks,21412262,The Pollan Family Table,Corky Pollan,893,https://www.goodreads.com/book/show/21412262-the-pollan-family-table?from_choice=true
2014,best graphic novels comics,21532236,Leaves on the Wind,Zack Whedon,21796,https://www.goodreads.com/book/show/21532236-leaves-on-the-wind?from_choice=true
2014,best graphic novels comics,19358975,"Saga, Volume 3",Brian K. Vaughan,17964,https://www.goodreads.com/book/show/19358975-saga-volume-3?from_choice=true
2014,best graphic novels comics,18687079,Avatar,Gene Luen Yang,17618,https://www.goodreads.com/book/show/18687079-avatar?from_choice=true
2014,best graphic novels comics,18339834,"Batman, Volume 4",Scott Snyder,11307,https://www.goodreads.com/book/show/18339834-batman-volume-4?from_choice=true
2014,best graphic novels comics,19138879,Attack on Titan,Hajime Isayama,11129,https://www.goodreads.com/book/show/19138879-attack-on-titan?from_choice=true
2014,best graphic novels comics,16164271,"Locke & Key, Vol. 6",Joe Hill,8990,https://www.goodreads.com/book/show/16164271-locke-key-vol-6?from_choice=true
2014,best graphic novels comics,21433253,Pride & Prejudice,Stacy King,8230,https://www.goodreads.com/book/show/21433253-pride-prejudice?from_choice=true
2014,best graphic novels comics,18594409,Can't We Talk about Something More Pleasant?,Roz Chast,7439,https://www.goodreads.com/book/show/18594409-can-t-we-talk-about-something-more-pleasant?from_choice=true
2014,best graphic novels comics,20256612,Tomboy,Liz Prince,7114,https://www.goodreads.com/book/show/20256612-tomboy?from_choice=true
2014,best graphic novels comics,19536001,Sex Criminals,Matt Fraction,6431,https://www.goodreads.com/book/show/19536001-sex-criminals?from_choice=true
2014,best graphic novels comics,18373313,"Wonder Woman, Volume 4",Brian Azzarello,3394,https://www.goodreads.com/book/show/18373313-wonder-woman-volume-4?from_choice=true
2014,best graphic novels comics,20898019,"Ms. Marvel, Vol. 1",G. Willow Wilson,3176,https://www.goodreads.com/book/show/20898019-ms-marvel-vol-1?from_choice=true
2014,best graphic novels comics,18630542,Seconds,Bryan Lee O'Malley,3096,https://www.goodreads.com/book/show/18630542-seconds?from_choice=true
2014,best graphic novels comics,18659623,Through the Woods,Emily Carroll,2545,https://www.goodreads.com/book/show/18659623-through-the-woods?from_choice=true
2014,best graphic novels comics,20299683,Sass & Sorcery,Kurtis J. Wiebe,1774,https://www.goodreads.com/book/show/20299683-sass-sorcery?from_choice=true
2014,best graphic novels comics,18465566,This One Summer,Mariko Tamaki,1257,https://www.goodreads.com/book/show/18465566-this-one-summer?from_choice=true
2014,best graphic novels comics,19536000,"Chew, Vol. 8",John Layman,874,https://www.goodreads.com/book/show/19536000-chew-vol-8?from_choice=true
2014,best graphic novels comics,20575446,In Real Life,Cory Doctorow,865,https://www.goodreads.com/book/show/20575446-in-real-life?from_choice=true
2014,best graphic novels comics,18465601,The Shadow Hero Omnibus,Gene Luen Yang,864,https://www.goodreads.com/book/show/18465601-the-shadow-hero-omnibus?from_choice=true
2014,best graphic novels comics,20638291,"Pretty Deadly, Vol. 1",Kelly Sue DeConnick,530,https://www.goodreads.com/book/show/20638291-pretty-deadly-vol-1?from_choice=true
2014,best poetry books,22151696,Lullabies,Lang Leav,9571,https://www.goodreads.com/book/show/22151696-lullabies?from_choice=true
2014,best poetry books,20483085,Poisoned Apples,Christine Heppermann,8761,https://www.goodreads.com/book/show/20483085-poisoned-apples?from_choice=true
2014,best poetry books,20175409,His Day Is Done,Maya Angelou,8692,https://www.goodreads.com/book/show/20175409-his-day-is-done?from_choice=true
2014,best poetry books,18144035,Poems That Make Grown Men Cry,Anthony Holden,7220,https://www.goodreads.com/book/show/18144035-poems-that-make-grown-men-cry?from_choice=true
2014,best poetry books,20821097,Chasers of the Light,Tyler Knott Gregson,6688,https://www.goodreads.com/book/show/20821097-chasers-of-the-light?from_choice=true
2014,best poetry books,18288210,No Matter the Wreckage,Sarah Kay,5968,https://www.goodreads.com/book/show/18288210-no-matter-the-wreckage?from_choice=true
2014,best poetry books,20821239,Blue Horses,Mary Oliver,5335,https://www.goodreads.com/book/show/20821239-blue-horses?from_choice=true
2014,best poetry books,21327039,You Can Make Anything Sad,Spencer Madsen,4872,https://www.goodreads.com/book/show/21327039-you-can-make-anything-sad?from_choice=true
2014,best poetry books,18722774,Motherland Fatherland Homelandsexuals,Patricia Lockwood,3961,https://www.goodreads.com/book/show/18722774-motherland-fatherland-homelandsexuals?from_choice=true
2014,best poetry books,17934511,I Am the Beggar of the World,Eliza Griswold,3596,https://www.goodreads.com/book/show/17934511-i-am-the-beggar-of-the-world?from_choice=true
2014,best poetry books,19230408,I Wrote This For You,pleasefindthis,1923,https://www.goodreads.com/book/show/19230408-i-wrote-this-for-you?from_choice=true
2014,best poetry books,22618173,What We Buried,Caitlyn Siehl,1664,https://www.goodreads.com/book/show/22618173-what-we-buried?from_choice=true
2014,best poetry books,20613761,Citizen,Claudia Rankine,1631,https://www.goodreads.com/book/show/20613761-citizen?from_choice=true
2014,best poetry books,18295863,Letter Composed During a Lull in the Fighting,Kevin Powers,1542,https://www.goodreads.com/book/show/18295863-letter-composed-during-a-lull-in-the-fighting?from_choice=true
2014,best poetry books,21852315,Jessica's Journal,Kathryn Perez,1143,https://www.goodreads.com/book/show/21852315-jessica-s-journal?from_choice=true
2014,best poetry books,22523971,Nejma,Nayyirah Waheed,670,https://www.goodreads.com/book/show/22523971-nejma?from_choice=true
2014,best poetry books,20702539,Prelude to Bruise,Saeed Jones,569,https://www.goodreads.com/book/show/20702539-prelude-to-bruise?from_choice=true
2014,best poetry books,18406279,The Pedestrians,Rachel Zucker,552,https://www.goodreads.com/book/show/18406279-the-pedestrians?from_choice=true
2014,best poetry books,17937655,Seam,Tarfia Faizullah,452,https://www.goodreads.com/book/show/17937655-seam?from_choice=true
2014,best poetry books,19288242,Gabriel,Edward Hirsch,232,https://www.goodreads.com/book/show/19288242-gabriel?from_choice=true
2014,best debut goodreads author,15839976,Red Rising,Pierce Brown,15028,https://www.goodreads.com/book/show/15839976-red-rising?from_choice=true
2014,best debut goodreads author,15839984,Cruel Beauty,Rosamund Hodge,14381,https://www.goodreads.com/book/show/15839984-cruel-beauty?from_choice=true
2014,best debut goodreads author,22028454,Sweet Addiction,J.  Daniels,14074,https://www.goodreads.com/book/show/22028454-sweet-addiction?from_choice=true
2014,best debut goodreads author,18007564,The Martian,Andy Weir,13367,https://www.goodreads.com/book/show/18007564-the-martian?from_choice=true
2014,best debut goodreads author,16068341,The Truth About Alice,Jennifer Mathieu,13041,https://www.goodreads.com/book/show/16068341-the-truth-about-alice?from_choice=true
2014,best debut goodreads author,18812405,The Good Girl,Mary Kubica,11360,https://www.goodreads.com/book/show/18812405-the-good-girl?from_choice=true
2014,best debut goodreads author,18053060,Dorothy Must Die,Danielle  Paige,10880,https://www.goodreads.com/book/show/18053060-dorothy-must-die?from_choice=true
2014,best debut goodreads author,18693763,Everything I Never Told You,Celeste Ng,10461,https://www.goodreads.com/book/show/18693763-everything-i-never-told-you?from_choice=true
2014,best debut goodreads author,18505784,The Pearl That Broke Its Shell,Nadia Hashimi,8803,https://www.goodreads.com/book/show/18505784-the-pearl-that-broke-its-shell?from_choice=true
2014,best debut goodreads author,17926775,Stolen Songbird,Danielle L. Jensen,8748,https://www.goodreads.com/book/show/17926775-stolen-songbird?from_choice=true
2014,best debut goodreads author,20625686,Full Measures,Rebecca Yarros,4419,https://www.goodreads.com/book/show/20625686-full-measures?from_choice=true
2014,best debut goodreads author,17910124,The Emperor's Blades,Brian Staveley,4351,https://www.goodreads.com/book/show/17910124-the-emperor-s-blades?from_choice=true
2014,best debut goodreads author,18635113,Elizabeth Is Missing,Emma Healey,4309,https://www.goodreads.com/book/show/18635113-elizabeth-is-missing?from_choice=true
2014,best debut goodreads author,17978160,Open Road Summer,Emery Lord,3765,https://www.goodreads.com/book/show/17978160-open-road-summer?from_choice=true
2014,best debut goodreads author,18209468,The Weight of Blood,Laura McHugh,3351,https://www.goodreads.com/book/show/18209468-the-weight-of-blood?from_choice=true
2014,best debut goodreads author,18010355,The Line,J.D. Horn,3031,https://www.goodreads.com/book/show/18010355-the-line?from_choice=true
2014,best debut goodreads author,18079804,Half Bad,Sally Green,2724,https://www.goodreads.com/book/show/18079804-half-bad?from_choice=true
2014,best debut goodreads author,18712886,The Queen of the Tearling,Erika Johansen,2372,https://www.goodreads.com/book/show/18712886-the-queen-of-the-tearling?from_choice=true
2014,best debut goodreads author,19180883,Holding Out,Lila Rose,2017,https://www.goodreads.com/book/show/19180883-holding-out?from_choice=true
2014,best debut goodreads author,22249086,Raine Falling,Paula Marinaro,336,https://www.goodreads.com/book/show/22249086-raine-falling?from_choice=true
2014,best young adult fiction books,16143347,We Were Liars,E. Lockhart,33943,https://www.goodreads.com/book/show/16143347-we-were-liars?from_choice=true
2014,best young adult fiction books,9627755,Isla and the Happily Ever After,Stephanie Perkins,20352,https://www.goodreads.com/book/show/9627755-isla-and-the-happily-ever-after?from_choice=true
2014,best young adult fiction books,17565845,Panic,Lauren Oliver,16713,https://www.goodreads.com/book/show/17565845-panic?from_choice=true
2014,best young adult fiction books,15749186,To All the Boys I've Loved Before,Jenny Han,14638,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before?from_choice=true
2014,best young adult fiction books,18333898,Take Me On,Katie McGarry,13660,https://www.goodreads.com/book/show/18333898-take-me-on?from_choice=true
2014,best young adult fiction books,18140047,Love Letters to the Dead,Ava Dellaira,13510,https://www.goodreads.com/book/show/18140047-love-letters-to-the-dead?from_choice=true
2014,best young adult fiction books,18296030,Don't Look Back,Jennifer L. Armentrout,12635,https://www.goodreads.com/book/show/18296030-don-t-look-back?from_choice=true
2014,best young adult fiction books,18079527,The Impossible Knife of Memory,Laurie Halse Anderson,10011,https://www.goodreads.com/book/show/18079527-the-impossible-knife-of-memory?from_choice=true
2014,best young adult fiction books,20820994,I'll Give You the Sun,Jandy Nelson,9958,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun?from_choice=true
2014,best young adult fiction books,18189606,Since You've Been Gone,Morgan Matson,9314,https://www.goodreads.com/book/show/18189606-since-you-ve-been-gone?from_choice=true
2014,best young adult fiction books,22402154,Flat-Out Celeste,Jessica Park,4997,https://www.goodreads.com/book/show/22402154-flat-out-celeste?from_choice=true
2014,best young adult fiction books,13580846,My Life with the Walter Boys,Ali Novak,3981,https://www.goodreads.com/book/show/13580846-my-life-with-the-walter-boys?from_choice=true
2014,best young adult fiction books,17228280,Better Off Friends,Elizabeth Eulberg,3858,https://www.goodreads.com/book/show/17228280-better-off-friends?from_choice=true
2014,best young adult fiction books,18298225,On the Fence,Kasie West,3173,https://www.goodreads.com/book/show/18298225-on-the-fence?from_choice=true
2014,best young adult fiction books,20579291,Lies We Tell Ourselves,Robin Talley,2435,https://www.goodreads.com/book/show/20579291-lies-we-tell-ourselves?from_choice=true
2014,best young adult fiction books,18295852,The Geography of You and Me,Jennifer E. Smith,1952,https://www.goodreads.com/book/show/18295852-the-geography-of-you-and-me?from_choice=true
2014,best young adult fiction books,22616635,Puddle Jumping,Amber L.  Johnson,1439,https://www.goodreads.com/book/show/22616635-puddle-jumping?from_choice=true
2014,best young adult fiction books,20726924,Rumble,Ellen Hopkins,1140,https://www.goodreads.com/book/show/20726924-rumble?from_choice=true
2014,best young adult fiction books,18163646,Falling into Place,Amy    Zhang,953,https://www.goodreads.com/book/show/18163646-falling-into-place?from_choice=true
2014,best young adult fiction books,18667779,Everything Leads to You,Nina LaCour,806,https://www.goodreads.com/book/show/18667779-everything-leads-to-you?from_choice=true
2014,best young adult fantasy books,8755785,City of Heavenly Fire,Cassandra Clare,53247,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire?from_choice=true
2014,best young adult fantasy books,12396528,Hollow City,Ransom Riggs,27851,https://www.goodreads.com/book/show/12396528-hollow-city?from_choice=true
2014,best young adult fantasy books,13206828,Cress,Marissa Meyer,25979,https://www.goodreads.com/book/show/13206828-cress?from_choice=true
2014,best young adult fantasy books,18635016,The One,Kiera Cass,23988,https://www.goodreads.com/book/show/18635016-the-one?from_choice=true
2014,best young adult fantasy books,20613470,Heir of Fire,Sarah J. Maas,21935,https://www.goodreads.com/book/show/20613470-heir-of-fire?from_choice=true
2014,best young adult fantasy books,18126198,Four,Veronica Roth,20929,https://www.goodreads.com/book/show/18126198-four?from_choice=true
2014,best young adult fantasy books,8709524,Silver Shadows,Richelle Mead,18174,https://www.goodreads.com/book/show/8709524-silver-shadows?from_choice=true
2014,best young adult fantasy books,13618440,Dreams of Gods & Monsters,Laini Taylor,15821,https://www.goodreads.com/book/show/13618440-dreams-of-gods-monsters?from_choice=true
2014,best young adult fantasy books,13188676,Ignite Me,Tahereh Mafi,14504,https://www.goodreads.com/book/show/13188676-ignite-me?from_choice=true
2014,best young adult fantasy books,15839976,Red Rising,Pierce Brown,10831,https://www.goodreads.com/book/show/15839976-red-rising?from_choice=true
2014,best young adult fantasy books,17455585,White Hot Kiss,Jennifer L. Armentrout,5873,https://www.goodreads.com/book/show/17455585-white-hot-kiss?from_choice=true
2014,best young adult fantasy books,13644055,Opposition,Jennifer L. Armentrout,4260,https://www.goodreads.com/book/show/13644055-opposition?from_choice=true
2014,best young adult fantasy books,20821111,The Young Elites,Marie Lu,4187,https://www.goodreads.com/book/show/20821111-the-young-elites?from_choice=true
2014,best young adult fantasy books,18166936,The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,3787,https://www.goodreads.com/book/show/18166936-the-strange-and-beautiful-sorrows-of-ava-lavender?from_choice=true
2014,best young adult fantasy books,13138635,These Broken Stars,Amie Kaufman,3680,https://www.goodreads.com/book/show/13138635-these-broken-stars?from_choice=true
