book_id,award_category,title,number_of_votes,link
6346975,best nonfiction books 2011,Moonwalking with Einstein by Joshua Foer,1596,https://www.goodreads.com/book/show/6346975-moonwalking-with-einstein?from_choice=true
11151351,best nonfiction books 2011,Three Cups of Deceit by Jon Krakauer,963,https://www.goodreads.com/book/show/11151351-three-cups-of-deceit?from_choice=true
9534444,best nonfiction books 2011,Boomerang by Michael   Lewis,729,https://www.goodreads.com/book/show/9534444-boomerang?from_choice=true
10081832,best nonfiction books 2011,Supergods by Grant Morrison,725,https://www.goodreads.com/book/show/10081832-supergods?from_choice=true
9628743,best nonfiction books 2011,The Social Animal by David  Brooks,660,https://www.goodreads.com/book/show/9628743-the-social-animal?from_choice=true
10782350,best nonfiction books 2011,Think by Lisa Bloom,547,https://www.goodreads.com/book/show/10782350-think?from_choice=true
8884400,best nonfiction books 2011,The Most Human Human by Brian Christian,342,https://www.goodreads.com/book/show/8884400-the-most-human-human?from_choice=true
8701960,best nonfiction books 2011,The Information by James Gleick,287,https://www.goodreads.com/book/show/8701960-the-information?from_choice=true
11256979,best nonfiction books 2011,The Magic of Reality by Richard Dawkins,214,https://www.goodreads.com/book/show/11256979-the-magic-of-reality?from_choice=true
10368067,best nonfiction books 2011,Poke the Box by Seth Godin,178,https://www.goodreads.com/book/show/10368067-poke-the-box?from_choice=true
7841446,best nonfiction books 2011,In the Plex by Steven Levy,152,https://www.goodreads.com/book/show/7841446-in-the-plex?from_choice=true
10021420,best nonfiction books 2011,Sex on the Moon by Ben Mezrich,130,https://www.goodreads.com/book/show/10021420-sex-on-the-moon?from_choice=true
9319468,best nonfiction books 2011,Kingpin by Kevin Poulsen,123,https://www.goodreads.com/book/show/9319468-kingpin?from_choice=true
10091466,best nonfiction books 2011,Inside Scientology by Janet Reitman,88,https://www.goodreads.com/book/show/10091466-inside-scientology?from_choice=true
10596103,best nonfiction books 2011,The Filter Bubble by Eli Pariser,65,https://www.goodreads.com/book/show/10596103-the-filter-bubble?from_choice=true
9827912,best nonfiction books 2011,Incognito by David Eagleman,63,https://www.goodreads.com/book/show/9827912-incognito?from_choice=true
11084145,best history biography books 2011,Steve Jobs by Walter Isaacson,5463,https://www.goodreads.com/book/show/11084145-steve-jobs?from_choice=true
9938498,best history biography books 2011,In the Garden of Beasts by Erik Larson,3128,https://www.goodreads.com/book/show/9938498-in-the-garden-of-beasts?from_choice=true
10414941,best history biography books 2011,Catherine the Great by Robert K. Massie,2097,https://www.goodreads.com/book/show/10414941-catherine-the-great?from_choice=true
10340846,best history biography books 2011,The Eighty-Dollar Champion by Elizabeth Letts,1371,https://www.goodreads.com/book/show/10340846-the-eighty-dollar-champion?from_choice=true
11305364,best history biography books 2011,Area 51 by Annie Jacobsen,1265,https://www.goodreads.com/book/show/11305364-area-51?from_choice=true
8584913,best history biography books 2011,The Dressmaker of Khair Khana by Gayle Tzemach Lemmon,1129,https://www.goodreads.com/book/show/8584913-the-dressmaker-of-khair-khana?from_choice=true
10131648,best history biography books 2011,The Greater Journey by David McCullough,943,https://www.goodreads.com/book/show/10131648-the-greater-journey?from_choice=true
9729504,best history biography books 2011,Lost in Shangri-la by Mitchell Zuckoff,843,https://www.goodreads.com/book/show/9729504-lost-in-shangri-la?from_choice=true
7940589,best history biography books 2011,Malcolm X by Manning Marable,767,https://www.goodreads.com/book/show/7940589-malcolm-x?from_choice=true
9775295,best history biography books 2011,The Murder of the Century by Paul  Collins,626,https://www.goodreads.com/book/show/9775295-the-murder-of-the-century?from_choice=true
10335318,best history biography books 2011,Destiny of the Republic by Candice Millard,268,https://www.goodreads.com/book/show/10335318-destiny-of-the-republic?from_choice=true
9315641,best history biography books 2011,To End All Wars by Adam Hochschild,261,https://www.goodreads.com/book/show/9315641-to-end-all-wars?from_choice=true
9578336,best history biography books 2011,1861 by Adam Goodheart,246,https://www.goodreads.com/book/show/9578336-1861?from_choice=true
8264505,best history biography books 2011,Endgame by Frank Brady,219,https://www.goodreads.com/book/show/8264505-endgame?from_choice=true
8857310,best history biography books 2011,Unfamiliar Fishes by Sarah Vowell,204,https://www.goodreads.com/book/show/8857310-unfamiliar-fishes?from_choice=true
10263986,best history biography books 2011,The Man in the Rockefeller Suit by Mark Seal,158,https://www.goodreads.com/book/show/10263986-the-man-in-the-rockefeller-suit?from_choice=true
10587120,best history biography books 2011,Killing Lincoln by Bill O'Reilly,157,https://www.goodreads.com/book/show/10587120-killing-lincoln?from_choice=true
9862761,best history biography books 2011,1493 by Charles C. Mann,80,https://www.goodreads.com/book/show/9862761-1493?from_choice=true
10400627,best history biography books 2011,A Singular Woman by Janny Scott,79,https://www.goodreads.com/book/show/10400627-a-singular-woman?from_choice=true
11369904,best history biography books 2011,A Thousand Lives by Julia Scheeres,73,https://www.goodreads.com/book/show/11369904-a-thousand-lives?from_choice=true
9484793,best memoir autobiography books 2011,Two Kisses for Maddy by Matthew Logelin,4255,https://www.goodreads.com/book/show/9484793-two-kisses-for-maddy?from_choice=true
11330361,best memoir autobiography books 2011,A Stolen Life by Jaycee Dugard,2984,https://www.goodreads.com/book/show/11330361-a-stolen-life?from_choice=true
10211494,best memoir autobiography books 2011,Stories I Only Tell My Friends by Rob Lowe,2016,https://www.goodreads.com/book/show/10211494-stories-i-only-tell-my-friends?from_choice=true
9580315,best memoir autobiography books 2011,My Lucky Life in and Out of Show Business by Dick Van Dyke,1689,https://www.goodreads.com/book/show/9580315-my-lucky-life-in-and-out-of-show-business?from_choice=true
9862827,best memoir autobiography books 2011,The Reading Promise by Alice Ozma,1547,https://www.goodreads.com/book/show/9862827-the-reading-promise?from_choice=true
8483233,best memoir autobiography books 2011,The Pioneer Woman by Ree Drummond,1350,https://www.goodreads.com/book/show/8483233-the-pioneer-woman?from_choice=true
8584951,best memoir autobiography books 2011,Girls Like Us by Rachel Lloyd,1342,https://www.goodreads.com/book/show/8584951-girls-like-us?from_choice=true
9739365,best memoir autobiography books 2011,Seal Team Six by Howard E. Wasdin,1284,https://www.goodreads.com/book/show/9739365-seal-team-six?from_choice=true
8619825,best memoir autobiography books 2011,The Wilder Life by Wendy McClure,1255,https://www.goodreads.com/book/show/8619825-the-wilder-life?from_choice=true
9202591,best memoir autobiography books 2011,This Is Gonna Hurt by Nikki Sixx,1235,https://www.goodreads.com/book/show/9202591-this-is-gonna-hurt?from_choice=true
8248617,best memoir autobiography books 2011,Townie by Andre Dubus III,399,https://www.goodreads.com/book/show/8248617-townie?from_choice=true
11500827,best memoir autobiography books 2011,Then They Came for Me by Maziar Bahari,361,https://www.goodreads.com/book/show/11500827-then-they-came-for-me?from_choice=true
8979038,best memoir autobiography books 2011,"Tiger, Tiger by Margaux Fragoso",323,https://www.goodreads.com/book/show/8979038-tiger-tiger?from_choice=true
9756135,best memoir autobiography books 2011,The End of Boys by Peter Brown Hoffmeister,271,https://www.goodreads.com/book/show/9756135-the-end-of-boys?from_choice=true
9476292,best memoir autobiography books 2011,Tolstoy and the Purple Chair by Nina Sankovitch,268,https://www.goodreads.com/book/show/9476292-tolstoy-and-the-purple-chair?from_choice=true
7840833,best memoir autobiography books 2011,The Memory Palace by Mira Bartok,223,https://www.goodreads.com/book/show/7840833-the-memory-palace?from_choice=true
10836585,best memoir autobiography books 2011,Life Itself by Roger Ebert,202,https://www.goodreads.com/book/show/10836585-life-itself?from_choice=true
9160695,best memoir autobiography books 2011,Battle Hymn of the Tiger Mother by Amy Chua,164,https://www.goodreads.com/book/show/9160695-battle-hymn-of-the-tiger-mother?from_choice=true
9214995,best memoir autobiography books 2011,The Chronology of Water by Lidia Yuknavitch,152,https://www.goodreads.com/book/show/9214995-the-chronology-of-water?from_choice=true
9428981,best memoir autobiography books 2011,Here Comes Trouble by Michael Moore,118,https://www.goodreads.com/book/show/9428981-here-comes-trouble?from_choice=true
9443977,best food cooking books 2011,My Father's Daughter by Gwyneth Paltrow,2287,https://www.goodreads.com/book/show/9443977-my-father-s-daughter?from_choice=true
10987533,best food cooking books 2011,Good Eats by Alton Brown,2201,https://www.goodreads.com/book/show/10987533-good-eats?from_choice=true
8459594,best food cooking books 2011,"Blood, Bones, and Butter by Gabrielle Hamilton",1748,https://www.goodreads.com/book/show/8459594-blood-bones-and-butter?from_choice=true
9833965,best food cooking books 2011,Don't Kill the Birthday Girl by Sandra Beasley,1488,https://www.goodreads.com/book/show/9833965-don-t-kill-the-birthday-girl?from_choice=true
9745929,best food cooking books 2011,Our Best Bites by Sara Wells,1430,https://www.goodreads.com/book/show/9745929-our-best-bites?from_choice=true
8727466,best food cooking books 2011,Why We Get Fat by Gary Taubes,842,https://www.goodreads.com/book/show/8727466-why-we-get-fat?from_choice=true
9848914,best food cooking books 2011,Vegan for Life by Jack Norris,811,https://www.goodreads.com/book/show/9848914-vegan-for-life?from_choice=true
8704047,best food cooking books 2011,The Sorcerer's Apprentices by Lisa Abend,782,https://www.goodreads.com/book/show/8704047-the-sorcerer-s-apprentices?from_choice=true
10178769,best food cooking books 2011,Jeni's Splendid Ice Creams at Home by Jeni Britton Bauer,765,https://www.goodreads.com/book/show/10178769-jeni-s-splendid-ice-creams-at-home?from_choice=true
10222093,best food cooking books 2011,Tomatoland by Barry Estabrook,689,https://www.goodreads.com/book/show/10222093-tomatoland?from_choice=true
8667490,best food cooking books 2011,"Life, on the Line by Grant Achatz",368,https://www.goodreads.com/book/show/8667490-life-on-the-line?from_choice=true
11828823,best food cooking books 2011,Paula Deen's Southern Cooking Bible by Paula H. Deen,366,https://www.goodreads.com/book/show/11828823-paula-deen-s-southern-cooking-bible?from_choice=true
9265477,best food cooking books 2011,Power Foods by Whole Living Magazine,346,https://www.goodreads.com/book/show/9265477-power-foods?from_choice=true
9326166,best food cooking books 2011,Super Natural Every Day by Heidi Swanson,344,https://www.goodreads.com/book/show/9326166-super-natural-every-day?from_choice=true
9808248,best food cooking books 2011,Veganist by Kathy Freston,307,https://www.goodreads.com/book/show/9808248-veganist?from_choice=true
11505008,best food cooking books 2011,Wheat Belly by William  Davis,268,https://www.goodreads.com/book/show/11505008-wheat-belly?from_choice=true
7665543,best food cooking books 2011,Day of Honey by Annia Ciezadlo,172,https://www.goodreads.com/book/show/7665543-day-of-honey?from_choice=true
11680487,best food cooking books 2011,Urban Farm Handbook by Annette Cottrell,124,https://www.goodreads.com/book/show/11680487-urban-farm-handbook?from_choice=true
9382782,best food cooking books 2011,Vegan Pie in the Sky by Isa Chandra Moskowitz,101,https://www.goodreads.com/book/show/9382782-vegan-pie-in-the-sky?from_choice=true
11550559,best food cooking books 2011,The Kitchen Counter Cooking School by Kathleen Flinn,70,https://www.goodreads.com/book/show/11550559-the-kitchen-counter-cooking-school?from_choice=true
8564644,best travel outdoors books 2011,Little Princes by Conor Grennan,1874,https://www.goodreads.com/book/show/8564644-little-princes?from_choice=true
10111087,best travel outdoors books 2011,Turn Right at Machu Picchu by Mark Adams,1023,https://www.goodreads.com/book/show/10111087-turn-right-at-machu-picchu?from_choice=true
9514649,best travel outdoors books 2011,The Good Girl's Guide to Getting Lost by Rachel Friedman,903,https://www.goodreads.com/book/show/9514649-the-good-girl-s-guide-to-getting-lost?from_choice=true
10401121,best travel outdoors books 2011,You've Gone Too Far This Time by Danny Bent,840,https://www.goodreads.com/book/show/10401121-you-ve-gone-too-far-this-time?from_choice=true
10502301,best travel outdoors books 2011,Maphead by Ken Jennings,828,https://www.goodreads.com/book/show/10502301-maphead?from_choice=true
9105432,best travel outdoors books 2011,The Foremost Good Fortune by Susan    Conley,740,https://www.goodreads.com/book/show/9105432-the-foremost-good-fortune?from_choice=true
10179129,best travel outdoors books 2011,Made for You and Me by Caitlin Shetterly,652,https://www.goodreads.com/book/show/10179129-made-for-you-and-me?from_choice=true
9524132,best travel outdoors books 2011,Sideways on a Scooter by Miranda Kennedy,645,https://www.goodreads.com/book/show/9524132-sideways-on-a-scooter?from_choice=true
9869499,best travel outdoors books 2011,The Ledge by Jim Davidson,621,https://www.goodreads.com/book/show/9869499-the-ledge?from_choice=true
